index,label
975,ship
976,horse
977,truck
978,ship
979,automobile
980,dog
981,automobile
982,truck
983,bird
984,frog
985,ship
986,horse
987,dog
988,cat
989,truck
990,cat
991,airplane
992,cat
993,frog
994,airplane
995,truck
996,cat
997,automobile
998,airplane
999,airplane
1000,bird
1001,airplane
1002,cat
1003,automobile
1004,frog
1005,horse
1006,ship
1007,deer
1008,horse
1009,deer
1010,airplane
1011,frog
1012,frog
1013,airplane
1014,truck
1015,ship
1016,automobile
1017,ship
1018,horse
1019,frog
1020,ship
1021,airplane
1022,horse
1023,airplane
1024,bird
1025,truck
1026,bird
1027,deer
1028,frog
1029,dog
1030,deer
1031,cat
1032,bird
1033,truck
1034,airplane
1035,automobile
1036,ship
1037,automobile
1038,deer
1039,deer
1040,airplane
1041,ship
1042,airplane
1043,frog
1044,ship
1045,truck
1046,airplane
1047,truck
1048,deer
1049,ship
1050,horse
1051,deer
1052,automobile
1053,airplane
1054,airplane
1055,dog
1056,dog
1057,cat
1058,horse
1059,horse
1060,deer
1061,truck
1062,dog
1063,airplane
1064,bird
1065,deer
1066,ship
1067,deer
1068,airplane
1069,cat
1070,cat
1071,airplane
1072,horse
1073,truck
1074,deer
1075,ship
1076,dog
1077,frog
1078,dog
1079,bird
1080,ship
1081,frog
1082,airplane
1083,frog
1084,deer
1085,bird
1086,automobile
1087,ship
1088,frog
1089,frog
1090,airplane
1091,ship
1092,ship
1093,ship
1094,airplane
1095,horse
1096,horse
1097,dog
1098,truck
1099,airplane
1100,dog
1101,deer
1102,airplane
1103,horse
1104,horse
1105,deer
1106,airplane
1107,deer
1108,cat
1109,cat
1110,frog
1111,truck
1112,truck
1113,cat
1114,airplane
1115,deer
1116,airplane
1117,bird
1118,frog
1119,bird
1120,bird
1121,bird
1122,bird
1123,cat
1124,dog
1125,automobile
1126,frog
1127,horse
1128,airplane
1129,bird
1130,automobile
1131,ship
1132,truck
1133,truck
1134,truck
1135,cat
1136,deer
1137,bird
1138,cat
1139,airplane
1140,deer
1141,ship
1142,ship
1143,ship
1144,horse
1145,dog
1146,bird
1147,deer
1148,automobile
1149,dog
1150,bird
1151,ship
1152,cat
1153,deer
1154,deer
1155,cat
1156,ship
1157,bird
1158,deer
1159,cat
1160,frog
1161,bird
1162,truck
1163,automobile
1164,deer
1165,frog
1166,frog
1167,truck
1168,ship
1169,dog
1170,horse
1171,automobile
1172,horse
1173,frog
1174,dog
1175,bird
1176,cat
1177,airplane
1178,frog
1179,deer
1180,frog
1181,truck
1182,frog
1183,bird
1184,automobile
1185,bird
1186,ship
1187,airplane
1188,bird
1189,airplane
1190,dog
1191,deer
1192,truck
1193,bird
1194,dog
1195,dog
1196,horse
1197,dog
1198,frog
1199,horse
1200,cat
1201,cat
1202,truck
1203,horse
1204,automobile
1205,ship
1206,cat
1207,cat
1208,cat
1209,horse
1210,automobile
1211,automobile
1212,automobile
1213,frog
1214,ship
1215,dog
1216,deer
1217,bird
1218,automobile
1219,automobile
1220,airplane
1221,dog
1222,cat
1223,frog
1224,dog
1225,cat
1226,automobile
1227,airplane
1228,frog
1229,cat
1230,cat
1231,truck
1232,airplane
1233,dog
1234,cat
1235,cat
1236,airplane
1237,cat
1238,ship
1239,airplane
1240,truck
1241,airplane
1242,airplane
1243,airplane
1244,frog
1245,frog
1246,cat
1247,horse
1248,ship
1249,dog
1250,horse
1251,cat
1252,ship
1253,frog
1254,deer
1255,automobile
1256,airplane
1257,ship
1258,ship
1259,ship
1260,airplane
1261,deer
1262,dog
1263,truck
1264,deer
1265,automobile
1266,horse
1267,automobile
1268,horse
1269,frog
1270,automobile
1271,cat
1272,frog
1273,ship
1274,dog
1275,ship
1276,airplane
1277,airplane
1278,dog
1279,truck
1280,cat
1281,deer
1282,automobile
1283,ship
1284,truck
1285,frog
1286,deer
1287,bird
1288,horse
1289,cat
1290,horse
1291,airplane
1292,airplane
1293,airplane
1294,dog
1295,frog
1296,horse
1297,cat
1298,truck
1299,truck
1300,automobile
1301,deer
1302,truck
1303,bird
1304,truck
1305,bird
1306,dog
1307,horse
1308,ship
1309,airplane
1310,deer
1311,cat
1312,frog
1313,deer
1314,cat
1315,automobile
1316,horse
1317,cat
1318,cat
1319,deer
1320,ship
1321,deer
1322,truck
1323,cat
1324,dog
1325,deer
1326,ship
1327,automobile
1328,airplane
1329,airplane
1330,automobile
1331,truck
1332,bird
1333,frog
1334,automobile
1335,bird
1336,cat
1337,truck
1338,horse
1339,ship
1340,frog
1341,dog
1342,frog
1343,bird
1344,automobile
1345,dog
1346,automobile
1347,airplane
1348,truck
1349,dog
1350,ship
1351,dog
1352,horse
1353,horse
1354,horse
1355,dog
1356,cat
1357,automobile
1358,horse
1359,ship
1360,truck
1361,deer
1362,bird
1363,airplane
1364,ship
1365,airplane
1366,cat
1367,truck
1368,bird
1369,automobile
1370,airplane
1371,truck
1372,bird
1373,ship
1374,horse
1375,bird
1376,bird
1377,truck
1378,bird
1379,horse
1380,dog
1381,dog
1382,deer
1383,horse
1384,dog
1385,ship
1386,frog
1387,automobile
1388,deer
1389,cat
1390,ship
1391,horse
1392,automobile
1393,ship
1394,horse
1395,automobile
1396,automobile
1397,deer
1398,horse
1399,horse
1400,ship
1401,dog
1402,airplane
1403,truck
1404,airplane
1405,airplane
1406,cat
1407,deer
1408,cat
1409,truck
1410,cat
1411,ship
1412,bird
1413,cat
1414,bird
1415,frog
1416,deer
1417,deer
1418,bird
1419,truck
1420,truck
1421,automobile
1422,bird
1423,dog
1424,frog
1425,airplane
1426,deer
1427,bird
1428,airplane
1429,bird
1430,deer
1431,ship
1432,deer
1433,dog
1434,airplane
1435,deer
1436,cat
1437,automobile
1438,bird
1439,dog
1440,truck
1441,airplane
1442,automobile
1443,horse
1444,automobile
1445,bird
1446,frog
1447,horse
1448,frog
1449,cat
1450,truck
1451,dog
1452,bird
1453,truck
1454,ship
1455,cat
1456,frog
1457,automobile
1458,deer
1459,horse
1460,cat
1461,bird
1462,automobile
1463,frog
1464,deer
1465,horse
1466,bird
1467,frog
1468,truck
1469,ship
1470,deer
1471,deer
1472,bird
1473,frog
1474,automobile
1475,dog
1476,automobile
1477,truck
1478,bird
1479,frog
1480,bird
1481,automobile
1482,truck
1483,dog
1484,ship
1485,bird
1486,frog
1487,truck
1488,deer
1489,bird
1490,airplane
1491,dog
1492,ship
1493,dog
1494,bird
1495,deer
1496,ship
1497,frog
1498,airplane
1499,deer
1500,cat
1501,frog
1502,airplane
1503,automobile
1504,automobile
1505,bird
1506,automobile
1507,automobile
1508,frog
1509,horse
1510,airplane
1511,frog
1512,truck
1513,horse
1514,deer
1515,dog
1516,cat
1517,automobile
1518,dog
1519,truck
1520,truck
1521,dog
1522,bird
1523,automobile
1524,cat
1525,deer
1526,bird
1527,deer
1528,ship
1529,ship
1530,ship
1531,frog
1532,truck
1533,horse
1534,cat
1535,dog
1536,airplane
1537,airplane
1538,deer
1539,deer
1540,dog
1541,dog
1542,deer
1543,frog
1544,airplane
1545,frog
1546,deer
1547,bird
1548,airplane
1549,ship
1550,bird
1551,cat
1552,bird
1553,dog
1554,ship
1555,automobile
1556,airplane
1557,frog
1558,automobile
1559,horse
1560,airplane
1561,airplane
1562,frog
1563,airplane
1564,horse
1565,cat
1566,cat
1567,frog
1568,cat
1569,airplane
1570,airplane
1571,horse
1572,dog
1573,deer
1574,bird
1575,automobile
1576,cat
1577,automobile
1578,truck
1579,airplane
1580,frog
1581,truck
1582,dog
1583,deer
1584,airplane
1585,frog
1586,ship
1587,truck
1588,frog
1589,frog
1590,cat
1591,airplane
1592,automobile
1593,truck
1594,automobile
1595,airplane
1596,ship
1597,ship
1598,truck
1599,truck
1600,bird
1601,frog
1602,airplane
1603,dog
1604,frog
1605,frog
1606,dog
1607,dog
1608,bird
1609,ship
1610,truck
1611,bird
1612,bird
1613,frog
1614,truck
1615,airplane
1616,horse
1617,airplane
1618,dog
1619,dog
1620,dog
1621,dog
1622,dog
1623,deer
1624,cat
1625,deer
1626,dog
1627,airplane
1628,horse
1629,frog
1630,cat
1631,frog
1632,bird
1633,cat
1634,horse
1635,frog
1636,truck
1637,airplane
1638,dog
1639,horse
1640,frog
1641,truck
1642,cat
1643,airplane
1644,frog
1645,horse
1646,bird
1647,airplane
1648,airplane
1649,airplane
1650,bird
1651,ship
1652,truck
1653,automobile
1654,frog
1655,bird
1656,cat
1657,ship
1658,deer
1659,ship
1660,automobile
1661,truck
1662,frog
1663,dog
1664,airplane
1665,ship
1666,cat
1667,truck
1668,truck
1669,truck
1670,deer
1671,dog
1672,ship
1673,cat
1674,horse
1675,frog
1676,airplane
1677,horse
1678,horse
1679,cat
1680,bird
1681,dog
1682,truck
1683,automobile
1684,horse
1685,cat
1686,truck
1687,dog
1688,ship
1689,automobile
1690,ship
1691,frog
1692,truck
1693,deer
1694,dog
1695,automobile
1696,bird
1697,airplane
1698,ship
1699,bird
1700,deer
1701,bird
1702,frog
1703,truck
1704,cat
1705,dog
1706,airplane
1707,automobile
1708,truck
1709,dog
1710,frog
1711,ship
1712,dog
1713,ship
1714,horse
1715,ship
1716,frog
1717,cat
1718,deer
1719,bird
1720,deer
1721,frog
1722,airplane
1723,ship
1724,bird
1725,deer
1726,frog
1727,airplane
1728,cat
1729,airplane
1730,cat
1731,truck
1732,dog
1733,airplane
1734,bird
1735,deer
1736,dog
1737,truck
1738,deer
1739,dog
1740,frog
1741,bird
1742,truck
1743,deer
1744,truck
1745,frog
1746,automobile
1747,airplane
1748,deer
1749,dog
1750,automobile
1751,bird
1752,truck
1753,truck
1754,deer
1755,automobile
1756,deer
1757,dog
1758,cat
1759,frog
1760,automobile
1761,truck
1762,cat
1763,automobile
1764,bird
1765,cat
1766,truck
1767,horse
1768,airplane
1769,airplane
1770,ship
1771,airplane
1772,truck
1773,truck
1774,ship
1775,frog
1776,airplane
1777,dog
1778,automobile
1779,dog
1780,cat
1781,horse
1782,frog
1783,automobile
1784,dog
1785,cat
1786,horse
1787,cat
1788,ship
1789,horse
1790,frog
1791,ship
1792,horse
1793,automobile
1794,automobile
1795,cat
1796,bird
1797,horse
1798,airplane
1799,deer
1800,ship
1801,ship
1802,cat
1803,airplane
1804,automobile
1805,airplane
1806,automobile
1807,deer
1808,frog
1809,ship
1810,dog
1811,dog
1812,ship
1813,airplane
1814,ship
1815,bird
1816,ship
1817,airplane
1818,bird
1819,airplane
1820,horse
1821,ship
1822,deer
1823,truck
1824,truck
1825,frog
1826,dog
1827,cat
1828,automobile
1829,bird
1830,deer
1831,ship
1832,dog
1833,ship
1834,cat
1835,frog
1836,deer
1837,deer
1838,deer
1839,bird
1840,cat
1841,horse
1842,airplane
1843,horse
1844,frog
1845,frog
1846,ship
1847,horse
1848,airplane
1849,dog
1850,truck
1851,ship
1852,airplane
1853,frog
1854,deer
1855,airplane
1856,frog
1857,deer
1858,deer
1859,cat
1860,ship
1861,horse
1862,deer
1863,airplane
1864,deer
1865,horse
1866,truck
1867,truck
1868,automobile
1869,horse
1870,cat
1871,airplane
1872,automobile
1873,bird
1874,airplane
1875,dog
1876,dog
1877,bird
1878,automobile
1879,dog
1880,ship
1881,bird
1882,bird
1883,ship
1884,dog
1885,truck
1886,ship
1887,ship
1888,automobile
1889,horse
1890,frog
1891,ship
1892,ship
1893,automobile
1894,cat
1895,deer
1896,truck
1897,cat
1898,frog
1899,horse
1900,truck
1901,cat
1902,cat
1903,dog
1904,airplane
1905,frog
1906,ship
1907,horse
1908,truck
1909,truck
1910,automobile
1911,airplane
1912,bird
1913,horse
1914,cat
1915,bird
1916,automobile
1917,deer
1918,automobile
1919,horse
1920,automobile
1921,ship
1922,dog
1923,airplane
1924,automobile
1925,dog
1926,deer
1927,dog
1928,frog
1929,deer
1930,automobile
1931,frog
1932,automobile
1933,automobile
1934,truck
1935,airplane
1936,dog
1937,bird
1938,cat
1939,frog
1940,cat
1941,automobile
1942,airplane
1943,bird
1944,ship
1945,truck
1946,deer
1947,automobile
1948,frog
1949,airplane
1950,ship
1951,dog
1952,horse
1953,automobile
1954,frog
1955,airplane
1956,horse
1957,cat
1958,cat
1959,bird
1960,ship
1961,truck
1962,airplane
1963,automobile
1964,deer
1965,ship
1966,cat
1967,airplane
1968,bird
1969,deer
1970,automobile
1971,dog
1972,cat
1973,frog
1974,truck
1975,airplane
1976,deer
1977,deer
1978,truck
1979,bird
1980,horse
1981,ship
1982,dog
1983,horse
1984,automobile
1985,horse
1986,airplane
1987,dog
1988,horse
1989,cat
1990,frog
1991,ship
1992,ship
1993,horse
1994,frog
1995,bird
1996,bird
1997,truck
1998,horse
1999,horse
2000,ship
2001,deer
2002,airplane
2003,ship
2004,bird
2005,cat
2006,dog
2007,ship
2008,airplane
2009,cat
2010,ship
2011,cat
2012,horse
2013,ship
2014,ship
2015,horse
2016,dog
2017,automobile
2018,airplane
2019,airplane
2020,airplane
2021,truck
2022,horse
2023,ship
2024,truck
2025,deer
2026,horse
2027,truck
2028,ship
2029,automobile
2030,bird
2031,dog
2032,truck
2033,dog
2034,deer
2035,ship
2036,airplane
2037,airplane
2038,airplane
2039,bird
2040,deer
2041,deer
2042,frog
2043,dog
2044,deer
2045,truck
2046,cat
2047,frog
2048,dog
2049,deer
2050,automobile
2051,dog
2052,automobile
2053,horse
2054,horse
2055,dog
2056,bird
2057,automobile
2058,cat
2059,automobile
2060,truck
2061,ship
2062,deer
2063,ship
2064,frog
2065,deer
2066,bird
2067,automobile
2068,airplane
2069,airplane
2070,frog
2071,horse
2072,dog
2073,dog
2074,cat
2075,truck
2076,cat
2077,ship
2078,cat
2079,deer
2080,bird
2081,frog
2082,frog
2083,airplane
2084,cat
2085,frog
2086,frog
2087,ship
2088,horse
2089,deer
2090,horse
2091,dog
2092,horse
2093,automobile
2094,dog
2095,deer
2096,ship
2097,dog
2098,ship
2099,deer
2100,ship
2101,cat
2102,ship
2103,airplane
2104,dog
2105,deer
2106,airplane
2107,deer
2108,deer
2109,horse
2110,truck
2111,dog
2112,automobile
2113,dog
2114,bird
2115,dog
2116,automobile
2117,truck
2118,ship
2119,automobile
2120,ship
2121,truck
2122,truck
2123,automobile
2124,truck
2125,horse
2126,airplane
2127,deer
2128,truck
2129,airplane
2130,automobile
2131,automobile
2132,dog
2133,bird
2134,deer
2135,automobile
2136,horse
2137,automobile
2138,cat
2139,frog
2140,dog
2141,ship
2142,ship
2143,automobile
2144,bird
2145,automobile
2146,dog
2147,automobile
2148,deer
2149,automobile
2150,ship
2151,airplane
2152,cat
2153,bird
2154,cat
2155,frog
2156,dog
2157,bird
2158,horse
2159,horse
2160,cat
2161,cat
2162,dog
2163,cat
2164,truck
2165,ship
2166,automobile
2167,frog
2168,bird
2169,truck
2170,horse
2171,deer
2172,dog
2173,frog
2174,truck
2175,airplane
2176,truck
2177,bird
2178,bird
2179,dog
2180,cat
2181,cat
2182,automobile
2183,ship
2184,ship
2185,truck
2186,bird
2187,truck
2188,horse
2189,automobile
2190,cat
2191,automobile
2192,truck
2193,ship
2194,truck
2195,automobile
2196,horse
2197,dog
2198,bird
2199,truck
2200,truck
2201,frog
2202,dog
2203,cat
2204,cat
2205,airplane
2206,horse
2207,airplane
2208,dog
2209,horse
2210,cat
2211,automobile
2212,horse
2213,ship
2214,deer
2215,deer
2216,horse
2217,dog
2218,automobile
2219,cat
2220,dog
2221,airplane
2222,ship
2223,cat
2224,bird
2225,truck
2226,bird
2227,truck
2228,horse
2229,cat
2230,cat
2231,cat
2232,frog
2233,frog
2234,horse
2235,frog
2236,ship
2237,cat
2238,automobile
2239,truck
2240,dog
2241,dog
2242,cat
2243,automobile
2244,deer
2245,frog
2246,automobile
2247,automobile
2248,truck
2249,dog
2250,dog
2251,automobile
2252,dog
2253,bird
2254,airplane
2255,ship
2256,bird
2257,automobile
2258,ship
2259,cat
2260,truck
2261,cat
2262,airplane
2263,frog
2264,horse
2265,cat
2266,deer
2267,frog
2268,airplane
2269,airplane
2270,dog
2271,truck
2272,cat
2273,bird
2274,bird
2275,cat
2276,automobile
2277,deer
2278,truck
2279,dog
2280,deer
2281,ship
2282,airplane
2283,truck
2284,truck
2285,horse
2286,automobile
2287,ship
2288,ship
2289,cat
2290,bird
2291,ship
2292,frog
2293,deer
2294,ship
2295,ship
2296,dog
2297,automobile
2298,cat
2299,deer
2300,cat
2301,ship
2302,truck
2303,cat
2304,automobile
2305,bird
2306,cat
2307,horse
2308,truck
2309,ship
2310,dog
2311,dog
2312,frog
2313,deer
2314,truck
2315,automobile
2316,horse
2317,ship
2318,dog
2319,dog
2320,horse
2321,truck
2322,frog
2323,deer
2324,horse
2325,ship
2326,horse
2327,cat
2328,truck
2329,deer
2330,truck
2331,dog
2332,truck
2333,airplane
2334,frog
2335,bird
2336,bird
2337,airplane
2338,ship
2339,bird
2340,ship
2341,deer
2342,automobile
2343,automobile
2344,ship
2345,deer
2346,frog
2347,airplane
2348,dog
2349,deer
2350,horse
2351,frog
2352,truck
2353,truck
2354,airplane
2355,horse
2356,bird
2357,bird
2358,automobile
2359,deer
2360,dog
2361,airplane
2362,automobile
2363,deer
2364,truck
2365,cat
2366,bird
2367,horse
2368,deer
2369,automobile
2370,truck
2371,horse
2372,frog
2373,bird
2374,airplane
2375,bird
2376,ship
2377,automobile
2378,dog
2379,dog
2380,ship
2381,airplane
2382,ship
2383,horse
2384,dog
2385,cat
2386,dog
2387,cat
2388,cat
2389,automobile
2390,automobile
2391,bird
2392,cat
2393,automobile
2394,bird
2395,deer
2396,airplane
2397,truck
2398,automobile
2399,cat
2400,frog
2401,automobile
2402,horse
2403,dog
2404,horse
2405,horse
2406,horse
2407,frog
2408,dog
2409,horse
2410,cat
2411,automobile
2412,deer
2413,ship
2414,bird
2415,dog
