index,label
589,automobile
590,dog
591,horse
592,deer
593,deer
594,horse
595,bird
596,bird
597,automobile
598,dog
599,dog
600,ship
601,airplane
602,deer
603,horse
604,ship
605,dog
606,truck
607,ship
608,truck
609,airplane
610,frog
611,truck
612,truck
613,ship
614,frog
615,ship
616,cat
617,frog
618,airplane
619,ship
620,truck
621,airplane
622,truck
623,ship
624,frog
625,frog
626,horse
627,horse
628,cat
629,cat
630,horse
631,horse
632,dog
633,frog
634,bird
635,airplane
636,frog
637,cat
638,frog
639,deer
640,airplane
641,truck
642,bird
643,horse
644,dog
645,truck
646,bird
647,cat
648,automobile
649,frog
650,cat
651,ship
652,cat
653,ship
654,bird
655,airplane
656,frog
657,bird
658,dog
659,horse
660,dog
661,dog
662,deer
663,ship
664,bird
665,cat
666,ship
667,bird
668,cat
669,automobile
670,horse
671,ship
672,airplane
673,cat
674,frog
675,frog
676,cat
677,automobile
678,ship
679,dog
680,ship
681,automobile
682,automobile
683,ship
684,frog
685,frog
686,deer
687,dog
688,truck
689,cat
690,automobile
691,frog
692,ship
693,frog
694,cat
695,truck
696,deer
697,automobile
698,dog
699,airplane
700,frog
701,dog
702,automobile
703,horse
704,cat
705,dog
706,frog
707,dog
708,automobile
709,dog
710,truck
711,truck
712,frog
713,ship
714,automobile
715,ship
716,automobile
717,deer
718,ship
719,cat
720,airplane
721,airplane
722,truck
723,horse
724,bird
725,frog
726,bird
727,horse
728,horse
729,truck
730,deer
731,automobile
732,deer
733,horse
734,cat
735,frog
736,airplane
737,truck
738,cat
739,truck
740,ship
741,airplane
742,dog
743,dog
744,frog
745,ship
746,frog
747,automobile
748,airplane
749,frog
750,deer
751,dog
752,horse
753,automobile
754,truck
755,cat
756,frog
757,cat
758,horse
759,deer
760,bird
761,horse
762,ship
763,automobile
764,ship
765,frog
766,horse
767,automobile
768,frog
769,horse
770,truck
771,automobile
772,automobile
773,ship
774,cat
775,automobile
776,truck
777,frog
778,truck
779,automobile
780,bird
781,cat
782,truck
783,deer
784,dog
785,airplane
786,deer
787,cat
788,frog
789,deer
790,frog
791,automobile
792,automobile
793,bird
794,horse
795,bird
796,automobile
797,cat
798,deer
799,frog
800,bird
801,truck
802,truck
803,ship
804,bird
805,deer
806,dog
807,dog
808,airplane
809,frog
810,bird
811,deer
812,bird
813,frog
814,frog
815,cat
816,cat
817,automobile
818,truck
819,cat
820,horse
821,cat
822,automobile
823,deer
824,dog
825,airplane
826,automobile
827,automobile
828,horse
829,automobile
830,cat
831,horse
832,frog
833,dog
834,dog
835,horse
836,ship
837,deer
838,ship
839,automobile
840,automobile
841,deer
842,horse
843,ship
844,cat
845,bird
846,frog
847,dog
848,deer
849,deer
850,deer
851,bird
852,horse
853,bird
854,horse
855,airplane
856,deer
857,bird
858,dog
859,ship
860,cat
861,automobile
862,automobile
863,truck
864,cat
865,airplane
866,truck
867,dog
868,ship
869,ship
870,horse
871,cat
872,dog
873,airplane
874,deer
875,bird
876,ship
877,horse
878,automobile
879,dog
880,automobile
881,ship
882,frog
883,frog
884,automobile
885,truck
886,ship
887,horse
888,automobile
889,ship
890,truck
891,cat
892,truck
893,horse
894,cat
895,dog
896,airplane
897,airplane
898,frog
899,dog
900,ship
901,cat
902,airplane
903,cat
904,cat
905,dog
906,bird
907,deer
908,automobile
909,airplane
910,cat
911,frog
912,ship
913,deer
914,truck
915,frog
916,dog
917,truck
918,deer
919,airplane
920,airplane
921,bird
922,dog
923,airplane
924,cat
925,deer
926,horse
927,cat
928,frog
929,dog
930,cat
931,dog
932,horse
933,automobile
934,bird
935,truck
936,cat
937,dog
938,dog
939,truck
940,bird
941,ship
942,truck
943,truck
944,horse
945,dog
946,cat
947,dog
948,truck
949,bird
950,horse
951,cat
952,airplane
953,deer
954,cat
955,dog
956,automobile
957,horse
958,horse
959,airplane
960,frog
961,dog
962,truck
963,truck
964,horse
965,airplane
966,bird
967,automobile
968,truck
969,airplane
970,frog
971,bird
972,ship
973,horse
974,frog
975,ship
976,airplane
977,deer
978,truck
979,frog
980,bird
981,truck
982,bird
983,automobile
984,ship
985,bird
986,dog
987,frog
988,automobile
989,deer
990,bird
991,deer
992,automobile
993,dog
994,deer
995,cat
996,cat
997,horse
998,frog
999,airplane
1000,cat
1001,ship
1002,frog
1003,ship
1004,deer
1005,dog
1006,truck
1007,bird
1008,bird
1009,automobile
1010,deer
1011,frog
1012,frog
1013,automobile
1014,frog
1015,automobile
1016,dog
1017,frog
1018,horse
1019,frog
1020,airplane
1021,frog
1022,ship
1023,deer
1024,deer
1025,dog
1026,bird
1027,truck
1028,frog
1029,frog
1030,bird
1031,frog
1032,ship
1033,automobile
1034,automobile
1035,dog
1036,dog
1037,deer
1038,dog
1039,truck
1040,automobile
1041,frog
1042,cat
1043,frog
1044,truck
1045,horse
1046,horse
1047,cat
1048,truck
1049,frog
1050,automobile
1051,truck
1052,frog
1053,ship
1054,dog
1055,automobile
1056,horse
1057,dog
1058,cat
1059,cat
1060,dog
1061,dog
1062,automobile
1063,airplane
1064,truck
1065,truck
1066,cat
1067,bird
1068,horse
1069,airplane
1070,bird
1071,airplane
1072,horse
1073,horse
1074,cat
1075,airplane
1076,bird
1077,cat
1078,truck
1079,cat
1080,ship
1081,frog
1082,deer
1083,bird
1084,deer
1085,dog
1086,cat
1087,bird
1088,horse
1089,dog
1090,automobile
1091,deer
1092,truck
1093,airplane
1094,horse
1095,dog
1096,cat
1097,deer
1098,deer
1099,deer
1100,cat
1101,bird
1102,horse
1103,frog
1104,frog
1105,bird
1106,automobile
1107,ship
1108,deer
1109,automobile
1110,horse
1111,airplane
1112,bird
1113,ship
1114,cat
1115,frog
1116,deer
1117,bird
1118,automobile
1119,frog
1120,bird
1121,frog
1122,automobile
1123,truck
1124,automobile
1125,cat
1126,automobile
1127,bird
1128,airplane
1129,airplane
1130,horse
1131,airplane
1132,ship
1133,airplane
1134,cat
1135,cat
1136,airplane
1137,deer
1138,horse
1139,bird
1140,truck
1141,bird
1142,frog
1143,automobile
1144,airplane
1145,cat
1146,dog
1147,airplane
1148,dog
1149,dog
1150,airplane
1151,automobile
1152,truck
1153,cat
1154,airplane
1155,horse
1156,deer
1157,automobile
1158,dog
1159,frog
1160,dog
1161,truck
1162,automobile
1163,truck
1164,truck
1165,ship
1166,deer
1167,cat
1168,ship
1169,automobile
1170,cat
1171,ship
1172,automobile
1173,cat
1174,bird
1175,deer
1176,automobile
1177,frog
1178,frog
1179,automobile
1180,bird
1181,automobile
1182,cat
1183,airplane
1184,deer
1185,ship
1186,horse
1187,frog
1188,bird
1189,dog
1190,deer
1191,truck
1192,dog
1193,airplane
1194,truck
1195,airplane
1196,truck
1197,bird
1198,bird
1199,frog
1200,automobile
1201,cat
1202,airplane
1203,ship
1204,truck
1205,frog
1206,airplane
1207,bird
1208,frog
1209,ship
1210,horse
1211,cat
1212,cat
1213,automobile
1214,airplane
1215,ship
1216,deer
1217,truck
1218,truck
1219,bird
1220,dog
1221,automobile
1222,dog
1223,horse
1224,cat
1225,dog
1226,automobile
1227,cat
1228,cat
1229,cat
1230,airplane
1231,ship
1232,airplane
1233,deer
1234,automobile
1235,ship
1236,dog
1237,cat
1238,airplane
1239,truck
1240,horse
1241,automobile
1242,airplane
1243,airplane
1244,cat
1245,dog
1246,bird
1247,automobile
1248,dog
1249,ship
1250,bird
1251,automobile
1252,horse
1253,airplane
1254,cat
1255,frog
1256,frog
1257,deer
1258,dog
1259,bird
1260,frog
1261,deer
1262,dog
1263,automobile
1264,dog
1265,frog
1266,cat
1267,horse
1268,truck
1269,airplane
1270,bird
1271,cat
1272,horse
1273,truck
1274,deer
1275,bird
1276,airplane
1277,bird
1278,frog
1279,ship
1280,ship
1281,automobile
1282,dog
1283,horse
1284,automobile
1285,airplane
1286,ship
1287,horse
1288,frog
1289,bird
1290,bird
1291,frog
1292,frog
1293,ship
1294,truck
1295,truck
1296,deer
1297,automobile
1298,frog
1299,horse
1300,automobile
1301,cat
1302,automobile
1303,ship
1304,dog
1305,airplane
1306,deer
1307,deer
1308,truck
1309,airplane
1310,bird
1311,dog
1312,deer
1313,frog
1314,airplane
1315,horse
1316,cat
1317,bird
1318,horse
1319,bird
1320,airplane
1321,airplane
1322,bird
1323,bird
1324,automobile
1325,deer
1326,frog
1327,dog
1328,cat
1329,deer
1330,ship
1331,dog
1332,dog
1333,bird
1334,automobile
1335,cat
1336,dog
1337,horse
1338,truck
1339,frog
1340,automobile
1341,dog
1342,deer
1343,bird
1344,frog
1345,bird
1346,cat
1347,deer
1348,cat
1349,dog
1350,frog
1351,truck
1352,cat
1353,truck
1354,ship
1355,deer
1356,truck
1357,deer
1358,bird
1359,deer
1360,automobile
1361,bird
1362,truck
1363,airplane
1364,ship
1365,frog
1366,dog
1367,truck
1368,cat
1369,cat
1370,automobile
1371,automobile
1372,ship
1373,bird
1374,cat
1375,bird
1376,dog
1377,truck
1378,dog
1379,truck
1380,automobile
1381,dog
1382,truck
1383,deer
1384,frog
1385,truck
1386,ship
1387,bird
1388,automobile
1389,frog
1390,automobile
1391,truck
1392,automobile
1393,deer
1394,horse
1395,ship
1396,automobile
1397,deer
1398,dog
1399,airplane
1400,truck
1401,automobile
1402,truck
1403,horse
1404,frog
1405,truck
1406,truck
1407,automobile
1408,bird
1409,frog
1410,automobile
1411,cat
1412,bird
1413,dog
1414,dog
1415,automobile
1416,automobile
1417,truck
1418,cat
1419,cat
1420,bird
1421,deer
1422,ship
1423,truck
1424,frog
1425,bird
1426,deer
1427,horse
1428,deer
1429,frog
1430,cat
1431,cat
1432,airplane
1433,dog
1434,automobile
1435,truck
1436,airplane
1437,frog
1438,ship
1439,airplane
1440,ship
1441,frog
1442,ship
1443,ship
1444,airplane
1445,cat
1446,dog
1447,truck
1448,deer
1449,cat
1450,bird
1451,frog
1452,automobile
1453,deer
1454,bird
1455,airplane
1456,automobile
1457,horse
1458,frog
1459,airplane
1460,bird
1461,frog
1462,cat
1463,ship
1464,bird
1465,dog
1466,horse
1467,horse
1468,cat
1469,automobile
1470,ship
1471,truck
1472,truck
1473,automobile
1474,dog
1475,ship
1476,bird
1477,ship
1478,bird
1479,bird
1480,cat
1481,deer
1482,bird
1483,deer
1484,frog
1485,airplane
1486,cat
1487,bird
1488,cat
1489,frog
1490,cat
1491,truck
1492,frog
1493,dog
1494,deer
1495,frog
1496,bird
1497,bird
1498,dog
1499,airplane
1500,deer
1501,ship
1502,deer
1503,truck
1504,deer
1505,automobile
1506,frog
1507,bird
1508,airplane
1509,automobile
1510,deer
1511,dog
1512,cat
1513,truck
1514,airplane
1515,bird
1516,truck
1517,automobile
1518,cat
1519,dog
1520,ship
1521,dog
1522,dog
1523,ship
1524,horse
1525,bird
1526,airplane
1527,truck
1528,horse
1529,dog
1530,horse
1531,automobile
1532,horse
1533,cat
1534,airplane
1535,airplane
1536,cat
1537,frog
1538,automobile
1539,automobile
1540,frog
1541,deer
1542,horse
1543,ship
1544,horse
1545,deer
1546,frog
1547,automobile
1548,bird
1549,deer
1550,automobile
1551,airplane
1552,bird
1553,frog
1554,cat
1555,airplane
1556,automobile
1557,truck
1558,automobile
1559,frog
1560,cat
1561,bird
1562,dog
1563,cat
1564,cat
1565,bird
1566,deer
1567,frog
1568,ship
1569,automobile
1570,horse
1571,frog
1572,deer
1573,truck
1574,automobile
1575,airplane
1576,dog
1577,frog
1578,airplane
1579,truck
1580,dog
1581,ship
1582,dog
1583,airplane
1584,dog
1585,truck
1586,airplane
1587,truck
1588,deer
1589,horse
1590,ship
1591,bird
1592,deer
1593,horse
1594,ship
1595,deer
1596,frog
1597,dog
1598,truck
1599,bird
1600,deer
1601,ship
1602,dog
1603,ship
1604,horse
1605,dog
1606,automobile
1607,deer
1608,frog
1609,truck
1610,horse
1611,airplane
1612,ship
1613,deer
1614,cat
1615,cat
1616,deer
1617,frog
1618,bird
1619,horse
1620,truck
1621,dog
1622,truck
1623,cat
1624,truck
1625,frog
1626,deer
1627,horse
1628,dog
1629,automobile
1630,horse
1631,deer
1632,cat
1633,truck
1634,truck
1635,deer
1636,dog
1637,ship
1638,ship
1639,horse
1640,airplane
1641,horse
1642,airplane
1643,dog
1644,cat
1645,airplane
1646,bird
1647,truck
1648,truck
1649,airplane
1650,bird
1651,deer
1652,ship
1653,dog
1654,deer
1655,frog
1656,airplane
1657,deer
1658,airplane
1659,bird
1660,deer
1661,frog
1662,horse
1663,automobile
1664,bird
1665,frog
1666,automobile
1667,dog
1668,cat
1669,automobile
1670,ship
1671,dog
1672,deer
1673,cat
1674,frog
1675,dog
1676,dog
1677,horse
1678,airplane
1679,horse
1680,frog
1681,truck
1682,ship
1683,deer
1684,truck
1685,ship
1686,airplane
1687,frog
1688,horse
1689,airplane
1690,horse
1691,airplane
1692,frog
1693,deer
1694,deer
1695,deer
1696,horse
1697,horse
1698,automobile
1699,truck
1700,cat
1701,automobile
1702,frog
1703,frog
1704,automobile
1705,automobile
1706,dog
1707,airplane
1708,cat
1709,dog
1710,cat
1711,dog
1712,airplane
1713,bird
1714,automobile
1715,horse
1716,deer
1717,ship
1718,deer
1719,deer
1720,frog
1721,dog
1722,bird
1723,horse
1724,deer
1725,ship
1726,horse
1727,horse
1728,airplane
1729,deer
1730,ship
1731,airplane
1732,truck
1733,bird
1734,horse
1735,truck
1736,cat
1737,frog
1738,truck
1739,truck
1740,horse
1741,automobile
1742,truck
1743,airplane
1744,deer
1745,automobile
1746,dog
1747,horse
1748,cat
1749,ship
1750,deer
1751,cat
1752,dog
1753,airplane
1754,truck
1755,horse
1756,airplane
1757,horse
1758,deer
1759,deer
1760,bird
1761,airplane
1762,deer
1763,deer
1764,deer
1765,ship
1766,deer
1767,deer
1768,deer
1769,deer
1770,horse
1771,dog
1772,truck
1773,cat
1774,deer
1775,dog
1776,ship
1777,cat
1778,automobile
1779,ship
1780,cat
1781,frog
1782,automobile
1783,truck
1784,automobile
1785,automobile
1786,ship
1787,frog
1788,horse
1789,cat
1790,bird
1791,frog
1792,frog
1793,horse
1794,ship
1795,dog
1796,truck
1797,automobile
1798,dog
1799,automobile
1800,truck
1801,frog
1802,cat
1803,automobile
1804,cat
1805,ship
1806,truck
1807,bird
1808,bird
1809,bird
1810,airplane
1811,frog
1812,bird
1813,deer
1814,ship
1815,horse
1816,ship
1817,dog
1818,truck
1819,ship
1820,deer
1821,truck
1822,horse
1823,dog
1824,bird
1825,deer
1826,horse
1827,airplane
1828,dog
1829,airplane
1830,dog
1831,automobile
1832,horse
1833,deer
1834,deer
1835,airplane
1836,truck
1837,airplane
1838,bird
1839,dog
1840,frog
1841,airplane
1842,airplane
1843,cat
1844,horse
1845,bird
1846,airplane
1847,airplane
1848,ship
1849,automobile
1850,frog
1851,dog
1852,frog
1853,cat
1854,ship
1855,cat
1856,automobile
1857,cat
1858,cat
1859,cat
1860,cat
1861,deer
1862,automobile
1863,airplane
1864,cat
1865,horse
1866,frog
1867,automobile
1868,truck
1869,dog
1870,deer
1871,dog
1872,ship
1873,bird
1874,horse
1875,airplane
1876,horse
1877,deer
1878,frog
1879,frog
1880,ship
1881,cat
1882,ship
1883,ship
1884,cat
1885,truck
1886,deer
1887,deer
1888,bird
1889,frog
1890,dog
1891,bird
1892,dog
1893,truck
1894,automobile
1895,cat
1896,dog
1897,dog
1898,truck
1899,frog
1900,automobile
1901,truck
1902,airplane
1903,cat
1904,deer
1905,cat
1906,deer
1907,deer
1908,deer
1909,automobile
1910,ship
1911,ship
1912,horse
1913,ship
1914,deer
1915,deer
1916,cat
1917,truck
1918,horse
1919,automobile
1920,horse
1921,deer
1922,dog
1923,dog
1924,deer
1925,bird
1926,dog
1927,bird
1928,bird
1929,horse
1930,truck
1931,automobile
1932,deer
1933,frog
1934,dog
1935,truck
1936,cat
1937,airplane
1938,cat
1939,deer
1940,cat
1941,automobile
1942,bird
1943,frog
1944,horse
1945,cat
1946,frog
1947,ship
1948,cat
1949,bird
1950,automobile
1951,deer
1952,truck
1953,ship
1954,automobile
1955,dog
1956,dog
1957,bird
1958,frog
1959,cat
1960,airplane
1961,automobile
1962,truck
1963,dog
1964,ship
1965,dog
1966,horse
1967,dog
1968,ship
1969,bird
1970,ship
1971,bird
1972,frog
1973,horse
1974,horse
1975,dog
1976,automobile
1977,automobile
1978,airplane
1979,truck
1980,deer
1981,truck
1982,automobile
1983,frog
1984,dog
1985,frog
1986,frog
1987,horse
1988,horse
1989,airplane
1990,airplane
1991,automobile
1992,bird
1993,horse
1994,truck
1995,deer
1996,automobile
1997,dog
1998,airplane
1999,deer
2000,dog
2001,dog
2002,cat
2003,dog
2004,truck
2005,deer
2006,frog
2007,truck
2008,automobile
2009,bird
2010,horse
2011,cat
2012,automobile
2013,dog
2014,cat
2015,frog
2016,airplane
2017,automobile
2018,airplane
2019,dog
2020,bird
2021,horse
2022,bird
2023,deer
2024,horse
2025,airplane
2026,truck
2027,ship
2028,automobile
2029,bird
2030,truck
2031,cat
2032,bird
2033,truck
2034,cat
2035,horse
2036,truck
2037,automobile
2038,deer
2039,frog
2040,horse
2041,deer
2042,bird
2043,deer
2044,dog
2045,automobile
2046,deer
2047,frog
2048,ship
2049,horse
2050,dog
2051,dog
2052,frog
2053,ship
2054,cat
2055,dog
2056,deer
2057,cat
2058,bird
2059,truck
2060,frog
2061,ship
2062,cat
2063,truck
2064,horse
2065,airplane
2066,bird
2067,ship
2068,automobile
2069,frog
2070,frog
2071,dog
2072,automobile
2073,automobile
2074,cat
2075,automobile
2076,automobile
2077,horse
2078,horse
2079,horse
2080,bird
2081,horse
2082,frog
2083,airplane
2084,cat
2085,cat
2086,automobile
2087,deer
2088,deer
2089,truck
2090,airplane
2091,cat
2092,ship
2093,dog
2094,frog
2095,airplane
2096,dog
2097,ship
2098,frog
2099,dog
2100,bird
2101,truck
2102,horse
2103,automobile
2104,dog
2105,frog
2106,dog
2107,frog
2108,ship
2109,frog
2110,bird
2111,dog
2112,dog
2113,cat
2114,bird
2115,automobile
2116,airplane
2117,frog
2118,deer
2119,bird
2120,airplane
2121,ship
2122,cat
2123,deer
2124,ship
2125,ship
2126,frog
2127,truck
2128,cat
2129,frog
2130,horse
2131,airplane
2132,airplane
2133,airplane
2134,horse
2135,bird
2136,deer
2137,dog
2138,cat
2139,ship
2140,bird
2141,frog
2142,airplane
2143,airplane
2144,airplane
2145,horse
2146,truck
2147,frog
2148,dog
2149,dog
2150,airplane
2151,cat
2152,ship
2153,bird
2154,deer
2155,bird
2156,horse
2157,frog
2158,airplane
2159,dog
2160,frog
2161,truck
2162,truck
2163,truck
2164,ship
2165,bird
2166,truck
2167,bird
2168,frog
2169,deer
2170,automobile
2171,frog
2172,cat
2173,deer
2174,cat
2175,automobile
2176,dog
2177,deer
2178,truck
2179,bird
2180,airplane
2181,cat
2182,frog
2183,ship
2184,ship
2185,horse
2186,deer
2187,cat
2188,cat
2189,dog
2190,deer
2191,horse
2192,deer
2193,frog
2194,frog
2195,cat
2196,cat
2197,frog
2198,ship
2199,ship
2200,automobile
2201,horse
2202,dog
2203,bird
2204,horse
2205,ship
2206,truck
2207,horse
2208,frog
2209,bird
2210,cat
2211,cat
2212,deer
2213,dog
2214,horse
2215,airplane
2216,airplane
2217,deer
2218,deer
2219,automobile
2220,dog
2221,frog
2222,bird
2223,airplane
2224,automobile
2225,horse
2226,frog
2227,truck
2228,automobile
2229,airplane
2230,airplane
2231,frog
2232,truck
2233,deer
2234,automobile
2235,dog
2236,dog
2237,truck
2238,cat
2239,cat
2240,dog
2241,airplane
2242,bird
2243,bird
2244,deer
2245,automobile
2246,deer
2247,ship
2248,frog
2249,truck
2250,truck
2251,cat
2252,ship
2253,deer
2254,automobile
2255,horse
2256,dog
2257,truck
2258,frog
2259,truck
2260,airplane
2261,horse
2262,dog
2263,airplane
2264,deer
2265,ship
2266,ship
2267,automobile
2268,truck
2269,frog
2270,bird
2271,dog
2272,horse
2273,bird
2274,deer
2275,ship
2276,truck
2277,horse
2278,deer
2279,horse
2280,automobile
2281,ship
2282,truck
2283,automobile
2284,deer
2285,automobile
2286,ship
2287,airplane
2288,ship
2289,dog
2290,ship
2291,frog
2292,dog
2293,dog
2294,frog
2295,deer
2296,cat
2297,airplane
2298,truck
2299,truck
2300,frog
2301,deer
2302,frog
2303,horse
2304,airplane
2305,bird
2306,frog
2307,automobile
2308,truck
2309,truck
2310,cat
2311,cat
2312,ship
2313,deer
2314,ship
2315,cat
2316,dog
2317,deer
2318,automobile
2319,automobile
2320,airplane
2321,airplane
2322,cat
2323,deer
2324,cat
2325,airplane
2326,truck
2327,deer
2328,frog
2329,automobile
2330,ship
2331,horse
2332,ship
2333,cat
2334,frog
2335,horse
2336,dog
2337,horse
2338,bird
2339,truck
2340,deer
2341,dog
2342,bird
2343,dog
2344,horse
2345,deer
2346,cat
2347,ship
2348,deer
2349,truck
2350,dog
2351,airplane
2352,ship
2353,ship
2354,airplane
2355,truck
2356,automobile
2357,bird
2358,automobile
2359,airplane
2360,dog
2361,horse
2362,automobile
2363,truck
2364,frog
2365,truck
2366,dog
2367,frog
2368,truck
2369,horse
2370,automobile
2371,automobile
2372,frog
2373,horse
2374,frog
2375,ship
2376,deer
2377,deer
2378,airplane
2379,bird
2380,airplane
2381,truck
2382,dog
2383,frog
2384,deer
2385,airplane
2386,deer
2387,dog
2388,dog
2389,truck
2390,bird
2391,truck
2392,dog
2393,airplane
2394,frog
2395,airplane
2396,deer
2397,frog
2398,dog
2399,dog
2400,bird
2401,deer
2402,ship
2403,horse
2404,cat
2405,frog
2406,frog
2407,frog
2408,bird
2409,airplane
2410,deer
2411,frog
2412,automobile
2413,truck
2414,airplane
2415,dog
2416,automobile
2417,automobile
2418,bird
2419,horse
